1;game;dontstave;Don't Starve;Don't Starve;Don't Starve est un jeu de survie intransigeant en zone sauvage plein d'art et de magie. Vous incarnez Wilson, un scientifique intrpide qui a t pig par un dmon et transport dans un mystrieux monde sauvage.;Don't Starve is an uncompromising wilderness survival game full of science and magic. You play as Wilson, an intrepid Gentleman Scientist who has been trapped by a demon and transported to a mysterious wilderness world. Wilson must learn to exploit his environment and its inhabitants if he ever hopes to escape and find his way back home.; 13.99 ;;16
1;game;dream;Dream;Dream;Entrer dans l'esprit de Howard Phillips, un jeune homme qui a dvelopp une obsession de ses rves. Explorez des mondes uniques remplis de puzzles, des secrets et les horreurs de trouver un sens dans la vie veille sans direction de Howard.;Enter the mind of Howard Phillips, a young man who has developed an obsession with his dreams. Explore unique worlds filled with puzzles, secrets and horrors to find meaning in Howard?s directionless waking life.; 15.99 ;;12
1;game;e truck simulator2;Euro Truck Simulator 2;Euro Truck Simulator 2;Voyagez  travers l'Europe en tant que roi de la route, un chauffeur routier qui livre d'importantes cargaisons vers des destinations trs lointaines ! Avec des douzaines de villes  explorer du Royaume-Uni, de Belgique, d'Allemagne, d'Italie, des Pays-Bas, de Pologne et de bien d'autres pays, votre endurance, vos talents et votre...;Travel across Europe as king of the road, a trucker who delivers important cargo across impressive distances! With dozens of cities to explore from the UK, Belgium, Germany, Italy, the Netherlands, Poland, and many more, your endurance, skill and speed will all be pushed to their limits.; 19.99 ;;12
1;game;endless legend;Endless Legend;Endless Legend;Endless Legend est un jeu de stratgie 4X fantastique au tour par tour par les crateurs d'Endless Space et de Dungeon of the Endless. Crez votre propre Lgende!;Endless Legend is a 4X turn-based fantasy strategy game by the creators of Endless Space and Dungeon of the Endless. Create your own Legend!; 22.49 ;;16
1;game;evolved;Plague Inc: Evolved;Plague Inc: Evolved;Plague Inc: Evolved est un terrifiant mlange entre jeu de simulation raliste et hautement stratgique. Votre agent pathogne vient d'infecter le Patient Zero - vous devez dsormais mettre un terme  l'histoire de l'humanit en dveloppant une pidmie mortelle et globale, tout en vous adaptant contre chaque mesure prise par...;Plague Inc: Evolved is a unique mix of high strategy and terrifyingly realistic simulation. Your pathogen has just infected 'Patient Zero' - now you must bring about the end of human history by evolving a deadly, global Plague whilst adapting against everything humanity can do to defend itself.; 13.99 ;;18
1;game;farsky;FarSky;FarSky;Avec Farsky, vous prenez le rle de Nathan qui s'est perdu dans l'ocan aprs le crash du son sous-marin. Vous devez apprendre  survivre dans les profondeurs de l'ocan.;With FarSky, you take the role of Nathan who got lost in the Ocean after the crash of his submarine. You need to learn how to survive in the depths of the Ocean.; 14.99 ;;16
1;game;goat simulator;Goat Simulator;Goat Simulator;Goat Simulator est la dernire technologie de simulation de chvre, portant simulation de chvre next-gen pour VOUS. Vous n'avez plus  fantasmer sur d'tre une chvre, vos rves sont enfin devenu ralit! WASD pour crire l'histoire.;Goat Simulator is the latest in goat simulation technology, bringing next-gen goat simulation to YOU. You no longer have to fantasize about being a goat, your dreams have finally come true! WASD to write history.; 9.99 ;;7
1;game;insurgency;Insurgency;Insurgency;Descendre dans la rue pour intense combat rapproché, où la survie d'une équipe dépend de la sécurisation des bastions essentiels et détruire l'approvisionnement de l'ennemi dans ce mode multijoueur et coopératif Source Engine basé sur l'expérience.;Take to the streets for intense close quarters combat, where a team's survival depends upon securing crucial strongholds and destroying enemy supply in this multiplayer and cooperative Source Engine based experience.; 14.99 ;;18
1;game;medieval warfare;Chivalry: Medieval Warfare;Chivalry: Medieval Warfare;Assiègez des châteaux et pillez des villages dans Chivalry: Medieval Warfare, un jeu de first person slasher médiéval au rythme rapide et axé sur des batailles en multijoueur;Besiege castles and raid villages in Chivalry: Medieval Warfare, a fast-paced medieval first person slasher with a focus on multiplayer battles; 22.99 ;;18
1;game;minecraft;Minecraft;Minecraft;Minecraft est un jeu de casser et plaant des blocs. Au dbut, les gens ont construit des structures pour protger contre les monstres nocturnes, mais que le jeu a grandi joueurs ont travaill ensemble pour crer de merveilleux, des choses imaginatives.;Minecraft is a game about breaking and placing blocks. At first, people built structures to protect against nocturnal monsters, but as the game grew players worked together to create wonderful, imaginative things.; 19.95 ;;7
1;game;naissancee;NaissanceE;NaissanceE;NaissanceE est une premire exploration personne jeu PC dvelopp sur UDK par Limasse Cinq avec la participation de Pauline Oliveros, Patricia Dallio et Thierry Zaboitzeff. L'aventure se droule dans une mystrieuse structure primitive et le jeu consiste principalement  explorer et sentir l'ambiance profonde et forte de ce monde atemporel mais ...;NaissanceE is a first person exploration PC game developed on UDK by Limasse Five with the participation of Pauline Oliveros, Patricia Dallio and Thierry Zaboitzeff. The adventure takes place in a primitive mysterious structure and the game mainly consists to explore and feel the deep and strong ambiance of this atemporal world but...; 14.99 ;;18
1;game;nekro;Nekro;Nekro;Levez dmons et frayer armes impies de la guerre comme un Ncromant puissant avec une insatiable soif de sang. Personnalisez vos serviteurs  votre got et parfaire votre idal monstre loadout. Dchirez vos ennemis membre par membre et rcolter leurs cadavres pour renforcer vos magie noire.;Raise demons and spawn unholy weapons of war as a powerful Necromancer with an insatiable blood lust. Customize your minions to your liking and perfect your ideal monster loadout. Tear your enemies limb from limb and harvest their corpses to strengthen your dark magics.; 19.99 ;;16
1;game;outlast;Outlast;Outlast;Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare.;Hell is an experiment you can't survive in Outlast, a first-person survival horror game developed by veterans of some of the biggest game franchises in history. As investigative journalist Miles Upshur, explore Mount Massive Asylum and try to survive long enough to discover its terrible secret... if you dare.; 18.99 ;;18
1;game;papers, please;Papers, Please;Papers, Please;Félicitations. Le travail loterie Octobre est complet. Votre nom a été tiré. Pour le placement immédiat, rapport au Ministère de l'admission à la frontière Checkpoint Grestin. Un appartement sera fourni pour vous et votre famille dans l'Est Grestin. Attendez-vous à un logement de classe 8.;Congratulations. The October labor lottery is complete. Your name was pulled. For immediate placement, report to the The Ministry of Admission at Grestin Border Checkpoint. An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.; 8.99 ;;16
1;game;perpetuum;Perpetuum;Perpetuum;Perpetuum est un bac à sable, serveur unique persistant, massivement multijoueur de science-fiction rpg (MMORPG). Contrôler d'énormes robots et mechs d'avoir accès à des ressources et des connaissances d'une planète alien, amasser énorme richesse, ou même réclamer une partie du monde pour vous-même en utilisant la terraformation et une infrastructure complexe.;Perpetuum is a persistent, sandbox, single server, massively multiplayer sci-fi rpg (MMORPG). Control huge robots and mechs to gain access to an alien planet's resources and knowledge, amass huge wealth, or even claim part of the world for yourself using terraforming and complex infrastructure.; 28.99 ;;16
1;game;planet explorers;Planet Explorers;Planet Explorers;Planète Explorers est un monde sandbox jeu d'aventure RPG ouvert sur ??une planète lointaine. Le jeu utilise un nouveau système de voxel OpenCL calculée pour permettre aux joueurs de changer le terrain de toute façon, créer de nouveaux objets tels que des armes, des véhicules, des objets, et de le faire n'importe où.;Planet Explorers is an open world sandbox adventure RPG game set on a distant planet. The game uses a new OpenCL calculated voxel system to allow players to change the terrain in any way, create new objects such as weapons, vehicles, objects, and do it anywhere.; 22.99 ;;16
1;game;project zomboid;Project Zomboid;Project Zomboid;Projet Zomboid est un bac à sable infesté de zombies ouverte qui demande une simple question - comment allez-vous mourir?;Project Zomboid is an open-ended zombie-infested sandbox that asks one simple question  how will you die?; 13.99 ;;18
1;game;rogue legacy;Rogue Legacy;Rogue Legacy;Héritage Rogue est un faux-généalogique LITE où tout le monde peut être un héros. Chaque fois que vous mourrez, votre enfant vous réussir. Chaque enfant est unique. Un enfant peut être daltonien, un autre pourrait avoir le vertige - elles peuvent même être un nain. C'est OK, parce que personne n'est parfait, et vous n'avez pas à être parfait pour gagner ce match.;Rogue Legacy is a genealogical rogue-LITE where anyone can be a hero. Each time you die, your child will succeed you. Every child is unique. One child might be colorblind, another might have vertigo-- they could even be a dwarf. That's OK, because no one is perfect, and you don't have to be perfect to win this game.; 13.99 ;;12
1;game;running with rifles;RUNNING WITH RIFLES;RUNNING WITH RIFLES;RUNNING WITH RIFLES est un jeu de tir tactique en vue de dessus incluant des éléments de RPG dans un monde ouvert. Dans RWR, vous rejoignez les rangs de l'armée en tant que soldat ordinaire, comme la plupart des milliers autour de vous.;RUNNING WITH RIFLES is a top-down tactical shooter with open world RPG elements. In RWR, you join the ranks of an army as a common soldier, just like the thousands around you.; 9.99 ;;16
1;game;rust;Rust;Rust;Le seul but de Rust est de survivre. Pour ce faire, vous aurez besoin de surmonter les difficults telles que la faim, la soif et le froid. Construire un feu. Construire un abri. Tuer des animaux pour la viande. Protgez-vous contre d'autres joueurs. Crer des alliances avec d'autres acteurs et forment ensemble une ville. Tout ce qu'il faut pour survivre.;The only aim in Rust is to survive. To do this you will need to overcome struggles such as hunger, thirst and cold. Build a fire. Build a shelter. Kill animals for meat. Protect yourself from other players. Create alliances with other players and together form a town. Whatever it takes to survive.; 18.99 ;;16
1;game;shadowrun returns;Shadowrun Returns;Shadowrun Returns;MAN MEETS MAGIC & MACHINE. L'anne est 2054. Magie est de retour dans le monde, rveillant des cratures puissantes du mythe et de la lgende. Technologie fusionne avec la chair et de la conscience. Elfes, trolls, orcs et les nains se promnent parmi nous, tandis que les socits impitoyables saignent le monde sche.;MAN MEETS MAGIC & MACHINE. The year is 2054. Magic has returned to the world, awakening powerful creatures of myth and legend. Technology merges with flesh and consciousness. Elves, trolls, orks and dwarves walk among us, while ruthless corporations bleed the world dry.; 14.99 ;;12
1;game;starbound;Starbound;Starbound;En Starbound, vous prenez le rôle d'un personnage qui vient fui leur planète, pour crash-terre sur l'autre. De là, vous vous lancerez dans une quête pour survivre, découvrir, explorer et se frayer un chemin à travers un univers infini.;In Starbound, you take on the role of a character whos just fled from their home planet, only to crash-land on another. From there youll embark on a quest to survive, discover, explore and fight your way across an infinite universe.; 13.99 ;;12
1;game;super meat boy;Super Meat Boy;Super Meat Boy;Le fameux jeu de plateforme arrive sur Steam avec un Head Crab jouable;The infamous, tough-as-nails platformer comes to Steam with a playable Head Crab character; 13.99 ;;7
1;game;survivor stories;Infestation: Survivor Stories;Infestation: Survivor Stories;The War Z est un MMO de survie qui plonge les joueurs dans un monde post-apocalyptique infest de zombies dans lequel une pidmie virale a dcim la population humaine, en laissant dans son sillage un cauchemar de proportion pique.;Infestation is a Survival Horror MMO that immerses players in a zombie-infested, post-apocalyptic world in which a viral outbreak has decimated the human population leaving in its wake, a nightmare of epic proportion.; 4.99 ;;18
1;game;terraria;Terraria;Terraria;Creuser, survivre, explorer, construire ! Tout est possible dans ce jeu d'aventure bourré d'action. Pack de 4 jeux également disponible !;Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!; 9.99 ;;12
1;game;the 39 steps;The 39 Steps;The 39 Steps;Préparez-vous à découvrir le thriller homme-sur-la-course originale dans une toute nouvelle façon. Il s'agit d'une adaptation numérique de livre incroyable de John Buchan (de source d'inspiration pour de Ian Fleming James Bond!). Laissez-vous transporter de 1914 à Londres, où Richard Hannay se retrouve encadré pour une assassiner qu'il n'a pas commis.;Prepare to experience the original man-on-the-run thriller in a completely new way. This is a digital adaptation of John Buchan's incredible book (inspiration to Ian Fleming's James Bond!). Be transported back to 1914 London, where Richard Hannay finds himself framed for a murder he didn't commit.; 9.99 ;;16
1;game;the dark descent;Amnesia: The Dark Descent;Amnesia: The Dark Descent;Votre dernier souvenir s'efface et disparaît dans les abysses. Il vous reste une impression : celle d'être traqué. Il faut fuir. Réveil... Amnesia: The Dark Descent un jeu d'horreur et de survie à la première personne. Une expérience qui va vous donner des sueurs froides. Un parcours cauchemardesque.;The last remaining memories fade away into darkness. Your mind is a mess and only a feeling of being hunted remains. You must escape. Awake... Amnesia: The Dark Descent, a first person survival horror. A game about immersion, discovery and living through a nightmare. An experience that will chill you to the core.; 16.49 ;;18
1;game;the new order;Wolfenstein: The New Order;Wolfenstein: The New Order;Wolfenstein: The New OrderTM remet au got du jour la srie qui a cr le genre du FPS. En cours de dveloppement chez Machine Games, un studio compos d'un collectif de dveloppeurs aguerris et reconnus pour leurs travaux sur des jeux au scnario palpitant, Wolfenstein propose une histoire passionnante remplie d'action, d'aventure et..;Wolfenstein: The New Order reignites the series that created the first-person shooter genre. Under development at Machine Games, a studio comprised of a seasoned group of developers recognized for their work creating story-driven games, Wolfenstein offers a deep game narrative packed with action, adventure and first-person combat.; 49.99 ;;18
1;game;the stanley parable;The Stanley Parable;The Stanley Parable;Le Stanley parabole est un jeu d'exploration à la première personne. Vous jouerez le rôle de Stanley, et vous ne serez pas jouer comme Stanley. Vous allez suivre une histoire, vous ne serez pas suivre une histoire. Vous aurez le choix, vous n'aurez pas de choix. Le jeu se termine, le jeu ne finira jamais.;The Stanley Parable is a first person exploration game. You will play as Stanley, and you will not play as Stanley. You will follow a story, you will not follow a story. You will have a choice, you will have no choice. The game will end, the game will never end.; 11.99 ;;18
1;game;tower wars;Tower Wars;Tower Wars;Tower Wars combine des lments de tower defense, RTS, et tout- multi-joueurs chaos pour vous apporter une exprience tout  fait unique, livr avec un style amusant et drle qui n'est pas si vieux monde!;Tower Wars combines elements of tower defense, RTS, and all-out multi-player mayhem to bring you a completely unique experience, delivered with a fun and funny not-so-old world style!; 6.99 ;;12
